677,54,73,381,54,73,39,3,677,1,4519,117,12/26/2019
678,47,70,386,47,70,39,3,678,4,4376,116,09/03/2019
679,125,59,391,125,59,39,3,679,4,2623,101,05/01/2018
680,91,67,396,91,67,39,3,680,4,5580,90,01/02/2018
681,190,14,401,190,14,39,3,681,3,3706,97,01/01/2018
682,375,43,406,375,43,33,2,682,1,3944,110,08/03/2018
683,378,64,411,378,64,33,2,683,5,6551,104,03/08/2019
684,330,10,416,330,10,33,2,684,2,4394,88,01/26/2019
685,138,45,421,138,45,33,2,685,5,2683,85,04/28/2017
686,56,64,426,56,64,33,2,686,5,7958,105,08/28/2017
687,359,10,431,359,10,33,2,687,2,5536,82,09/25/2017
688,313,22,436,313,22,33,2,688,2,1591,102,08/16/2019
689,334,61,441,334,61,96,16,689,3,6689,115,07/07/2018
690,291,72,446,291,72,96,16,690,4,7248,82,05/19/2017
691,21,93,451,21,93,96,16,691,2,2308,94,09/11/2019
692,346,82,456,346,82,96,16,692,3,2613,110,10/09/2020
693,248,28,461,248,28,96,16,693,5,1250,107,05/03/2018
694,260,26,466,260,26,76,9,694,5,5623,114,09/06/2018
695,77,89,471,77,89,76,9,695,1,3494,93,11/09/2019
696,244,51,476,244,51,76,9,696,5,2305,106,09/01/2018
697,373,14,481,373,14,76,9,697,3,5961,87,08/22/2017
698,185,7,486,185,7,76,9,698,5,4672,83,10/01/2017
699,258,24,491,258,24,4,7,699,1,3549,99,07/12/2019
700,26,40,496,26,40,4,7,700,2,2991,117,09/12/2019
701,204,23,1,204,23,1,7,701,3,3642,82,11/26/2018
702,264,86,6,264,86,1,7,702,4,3881,91,03/06/2019
703,31,38,11,31,38,1,7,703,1,6560,116,03/28/2020
704,353,67,16,353,67,1,7,704,4,1759,94,09/08/2020
705,210,29,21,210,29,1,7,705,2,5229,89,07/17/2018
706,144,13,26,144,13,94,13,706,1,5064,115,03/03/2017
707,325,3,31,325,3,94,13,707,5,3973,115,09/19/2019
708,349,88,36,349,88,94,13,708,3,7559,106,07/12/2017
709,53,34,41,53,34,94,13,709,1,1177,109,06/03/2018
710,67,3,46,67,3,94,13,710,5,6835,113,10/10/2019
711,32,1,51,32,1,97,15,711,1,1862,83,08/27/2019
712,303,34,56,303,34,97,15,712,1,6619,108,04/21/2018
713,67,76,61,67,76,97,15,713,3,6608,113,02/18/2017
714,383,96,66,383,96,97,15,714,5,6416,96,09/01/2017
715,67,9,71,67,9,97,15,715,4,7098,113,11/21/2020
716,81,15,76,81,15,2,7,716,2,6814,104,11/12/2020
717,289,31,81,289,31,2,7,717,1,4970,93,03/16/2018
718,53,17,86,53,17,2,7,718,3,2577,109,03/09/2019
719,72,74,91,72,74,2,7,719,4,2903,110,08/21/2020
720,214,73,96,214,73,2,7,720,1,7455,91,06/24/2020
721,166,48,101,166,48,67,6,721,2,2223,114,12/09/2017
722,205,99,106,205,99,67,6,722,5,7579,98,10/14/2017
723,343,32,111,343,32,67,6,723,1,5221,83,11/24/2018
724,194,60,116,194,60,67,6,724,4,4305,108,01/26/2020
725,80,4,121,80,4,67,6,725,4,5966,94,07/20/2018
726,1,3,126,1,3,19,1,726,5,6479,82,05/05/2020
727,125,59,131,125,59,19,1,727,4,5452,101,07/18/2020
728,322,78,136,322,78,19,1,728,2,7798,82,04/26/2020
729,44,71,141,44,71,19,1,729,1,3335,112,02/23/2017
730,56,7,146,56,7,19,1,730,5,3202,105,02/25/2018
731,295,73,151,295,73,20,1,731,1,7837,96,12/20/2017
732,119,89,156,119,89,20,1,732,1,4972,89,06/15/2017
733,221,59,161,221,59,20,1,733,4,2141,120,05/21/2017
734,137,5,166,137,5,20,1,734,1,1108,107,02/18/2020
735,164,46,171,164,46,20,1,735,5,6718,102,10/15/2019
736,49,18,176,49,18,78,10,736,5,1905,115,06/10/2020
737,353,30,181,353,30,78,10,737,3,3193,94,03/01/2020
738,218,72,186,218,72,78,10,738,4,6166,104,05/05/2019
739,71,70,191,71,70,78,10,739,4,4738,103,11/16/2018
740,7,49,196,7,49,78,10,740,1,3918,111,11/02/2020
741,238,83,201,238,83,59,5,741,5,7494,98,04/27/2019
742,195,43,206,195,43,59,5,742,1,5033,85,08/22/2019
743,226,40,211,226,40,59,5,743,2,3308,95,08/12/2017
744,120,78,216,120,78,59,5,744,2,2451,96,08/11/2018
745,117,42,221,117,42,59,5,745,2,6891,117,03/11/2017
746,312,64,226,312,64,40,3,746,5,4037,81,12/04/2020
747,91,87,231,91,87,40,3,747,2,3959,90,01/02/2017
748,137,12,236,137,12,40,3,748,2,3769,107,09/25/2017
749,284,24,241,284,24,40,3,749,1,6475,102,01/03/2017
750,100,67,246,100,67,40,3,750,4,3277,120,12/13/2017
751,246,6,251,246,6,81,11,751,2,4447,112,03/23/2018
752,292,8,256,292,8,81,11,752,5,7587,104,12/01/2018
753,346,59,261,346,59,81,11,753,4,6856,110,10/03/2020
754,300,1,266,300,1,81,11,754,1,7536,109,10/03/2020
755,12,75,271,12,75,81,11,755,2,2734,101,02/18/2020
756,165,29,276,165,29,82,11,756,2,6685,85,02/25/2019
757,21,70,281,21,70,82,11,757,4,5132,94,01/27/2018
758,207,10,286,207,10,82,11,758,2,4041,90,05/02/2018
759,144,16,291,144,16,82,11,759,5,5053,115,05/03/2019
760,189,96,296,189,96,82,11,760,5,1922,118,08/07/2017
761,291,82,301,291,82,101,14,761,3,5232,82,03/10/2018
762,349,8,306,349,8,101,14,762,5,6641,106,02/19/2018
763,121,99,311,121,99,101,14,763,5,1527,114,06/03/2020
764,354,74,316,354,74,101,14,764,4,2528,96,01/14/2018
765,158,65,321,158,65,101,14,765,1,3018,115,02/07/2020
766,90,13,326,90,13,91,12,766,1,4167,96,02/28/2018
767,265,46,331,265,46,91,12,767,5,5508,88,12/10/2019
768,275,5,336,275,5,91,12,768,1,5138,112,05/04/2020
769,3,77,341,3,77,91,12,769,1,4057,114,07/26/2017
770,309,100,346,309,100,91,12,770,1,7578,91,10/13/2017
771,143,19,351,143,19,88,12,771,2,4257,85,01/14/2019
772,43,86,356,43,86,88,12,772,4,4611,120,04/18/2018
773,315,51,361,315,51,88,12,773,5,6815,115,01/27/2018
774,255,12,366,255,12,88,12,774,2,2259,89,03/03/2019
775,299,56,371,299,56,88,12,775,3,4050,82,05/15/2020
776,282,7,376,282,7,39,3,776,5,6200,110,08/08/2020
777,204,6,381,204,6,39,3,777,2,5938,82,01/06/2018
778,363,79,386,363,79,39,3,778,3,2711,82,10/13/2018
779,171,35,391,171,35,39,3,779,1,6777,105,07/21/2018
780,278,24,396,278,24,39,3,780,1,6830,96,05/27/2019
781,215,50,401,215,50,39,3,781,2,1655,118,03/06/2020
782,331,87,406,331,87,33,2,782,2,2458,96,01/04/2019
783,128,100,411,128,100,33,2,783,1,2588,118,10/28/2017
784,345,24,416,345,24,33,2,784,1,6194,120,05/02/2020
785,242,49,421,242,49,33,2,785,1,5838,107,12/03/2019
786,124,44,426,124,44,33,2,786,4,4909,115,02/20/2019
787,214,37,431,214,37,33,2,787,2,7876,91,11/19/2020
788,248,1,436,248,1,33,2,788,1,5552,107,10/18/2018
789,83,76,441,83,76,96,16,789,3,2039,98,10/22/2017
790,150,92,446,150,92,96,16,790,3,4793,99,11/10/2020
791,29,42,451,29,42,96,16,791,2,5175,109,04/25/2018
792,323,48,456,323,48,96,16,792,2,4960,118,02/10/2017
793,270,33,461,270,33,96,16,793,1,4420,99,03/02/2019
794,343,17,466,343,17,76,9,794,3,7818,83,09/24/2018
795,144,8,471,144,8,76,9,795,5,7372,115,03/02/2017
796,107,16,476,107,16,76,9,796,5,3684,83,11/19/2018
797,203,79,481,203,79,76,9,797,3,3838,81,08/28/2017
798,333,4,486,333,4,76,9,798,4,3451,87,05/13/2018
799,162,8,491,162,8,4,7,799,5,5885,119,08/10/2017
800,27,90,496,27,90,4,7,800,4,7895,93,12/02/2018
801,175,92,161,175,92,20,1,801,3,2324,86,11/06/2017
802,207,97,166,207,97,20,1,802,2,5154,90,05/15/2017
803,86,37,171,86,37,20,1,803,2,6158,91,10/10/2017
804,341,81,396,341,81,39,3,804,2,7489,90,02/25/2018
805,347,60,401,347,60,39,3,805,4,7096,114,05/08/2018
806,50,56,406,50,56,33,2,806,3,3139,93,03/15/2018
807,353,97,411,353,97,33,2,807,2,5904,94,06/05/2017
808,204,8,416,204,8,33,2,808,5,3034,82,09/12/2020
809,204,52,421,204,52,33,2,809,2,6116,82,04/04/2019
810,14,32,1,14,32,1,7,810,1,7328,120,04/23/2020
811,95,26,396,95,26,39,3,811,5,5538,96,08/10/2017
812,221,28,401,221,28,39,3,812,5,7866,120,02/27/2019
813,290,96,406,290,96,33,2,813,5,1323,97,08/08/2017
814,148,42,411,148,42,33,2,814,2,2371,117,06/27/2018
815,263,64,416,263,64,33,2,815,5,7533,118,07/13/2019
816,389,78,421,389,78,33,2,816,2,7020,115,03/25/2017
817,87,45,166,87,45,20,1,817,5,4940,82,12/07/2017
818,387,46,171,387,46,20,1,818,5,2743,107,08/09/2019
819,160,63,61,160,63,97,15,819,4,7535,106,02/20/2020
820,167,98,66,167,98,97,15,820,3,4488,106,10/02/2020
821,41,74,71,41,74,97,15,821,4,5027,97,05/24/2017
822,388,51,1,388,51,1,7,822,5,6595,100,07/10/2020
823,270,73,81,270,73,2,7,823,1,2768,99,05/08/2020
824,139,12,61,139,12,97,15,824,2,6368,107,04/27/2019
825,268,86,66,268,86,97,15,825,4,7993,104,08/25/2017
826,181,91,71,181,91,97,15,826,2,4823,99,04/21/2017
827,230,2,76,230,2,2,7,827,5,4931,102,12/06/2019
828,70,66,81,70,66,2,7,828,1,6803,83,09/20/2019
829,288,9,401,288,9,39,3,829,4,7999,96,10/10/2017
830,198,59,406,198,59,33,2,830,4,4062,91,12/10/2018
831,278,26,411,278,26,33,2,831,5,7375,96,03/10/2020
832,253,16,416,253,16,33,2,832,5,6438,98,04/07/2019
833,73,37,421,73,37,33,2,833,2,4181,99,07/17/2020
834,211,80,171,211,80,20,1,834,1,6907,83,10/27/2017
835,2,32,61,2,32,97,15,835,1,3433,103,01/09/2017
836,60,72,66,60,72,97,15,836,4,2386,110,02/02/2019
837,49,36,71,49,36,97,15,837,4,5989,115,12/03/2017
838,337,15,76,337,15,2,7,838,2,2605,81,01/02/2017
839,194,21,81,194,21,2,7,839,1,2909,108,02/06/2017
840,26,49,441,26,49,96,16,840,1,5497,117,04/24/2017
841,189,28,446,189,28,96,16,841,5,4022,118,04/03/2020
842,40,85,1,40,85,1,7,842,4,1664,113,03/06/2019
843,53,4,61,53,4,97,15,843,4,7338,109,05/23/2019
844,390,95,66,390,95,97,15,844,2,6074,109,01/03/2020
845,285,11,71,285,11,97,15,845,4,5087,107,01/26/2018
846,184,3,76,184,3,2,7,846,5,7382,81,08/04/2018
847,327,5,81,327,5,2,7,847,1,3400,100,05/01/2017
848,224,29,61,224,29,97,15,848,2,4721,88,04/02/2017
849,156,18,66,156,18,97,15,849,5,2113,96,01/17/2020
850,10,69,71,10,69,97,15,850,4,1508,94,05/22/2018
851,110,94,76,110,94,2,7,851,4,5960,91,01/04/2020
852,209,33,81,209,33,2,7,852,1,1573,117,06/09/2018
853,143,99,1,143,99,1,7,853,5,6852,85,12/21/2017
854,50,64,6,50,64,1,7,854,5,2401,93,07/14/2019
855,115,48,436,115,48,33,2,855,2,7660,110,07/17/2017
856,164,33,441,164,33,96,16,856,1,4316,102,08/17/2017
857,219,76,446,219,76,96,16,857,3,3179,90,10/26/2019
858,201,61,61,201,61,97,15,858,3,4776,80,12/23/2019
859,308,8,66,308,8,97,15,859,5,2973,113,08/17/2020
860,82,74,71,82,74,97,15,860,4,5792,116,03/09/2020
861,65,98,76,65,98,2,7,861,3,5010,108,09/13/2017
862,392,72,81,392,72,2,7,862,4,5993,108,11/28/2020
863,158,74,6,158,74,1,7,863,4,4839,115,10/03/2019
864,155,78,61,155,78,97,15,864,2,3310,119,09/27/2020
865,322,11,66,322,11,97,15,865,4,4342,82,09/18/2019
866,379,51,71,379,51,97,15,866,5,7376,100,01/18/2019
867,118,86,76,118,86,2,7,867,4,6388,89,08/13/2019
868,304,12,81,304,12,2,7,868,2,7201,119,09/19/2019
869,181,32,441,181,32,96,16,869,1,4159,99,06/06/2019
870,60,37,446,60,37,96,16,870,2,5497,110,10/01/2017
871,46,96,6,46,96,1,7,871,5,3955,82,09/11/2017
872,92,18,1,92,18,1,7,872,5,6026,112,03/06/2020
873,169,98,61,169,98,97,15,873,3,2445,83,04/24/2019
874,13,38,66,13,38,97,15,874,1,5609,97,07/18/2019
875,335,60,71,335,60,97,15,875,4,5103,95,06/17/2017
876,225,63,76,225,63,2,7,876,4,6404,87,10/11/2019
877,301,53,81,301,53,2,7,877,5,6889,113,05/19/2020
878,106,50,1,106,50,1,7,878,2,4490,114,04/24/2019
879,242,19,61,242,19,97,15,879,2,1654,107,08/08/2019
880,363,76,66,363,76,97,15,880,3,4945,82,09/08/2020
881,90,42,71,90,42,97,15,881,2,3234,96,09/05/2019
882,73,39,76,73,39,2,7,882,3,3264,99,02/01/2018
883,131,36,81,131,36,2,7,883,4,6369,83,11/05/2020
884,174,12,11,174,12,1,7,884,2,2620,95,09/20/2019
885,10,39,16,10,39,1,7,885,3,2838,94,05/05/2017
886,305,54,21,305,54,1,7,886,5,2528,94,12/01/2019
887,142,69,26,142,69,94,13,887,4,2790,118,11/07/2017
888,47,35,31,47,35,94,13,888,1,3469,116,03/06/2020
889,375,9,36,375,9,94,13,889,4,7954,110,11/25/2017
890,378,6,41,378,6,94,13,890,2,2832,104,08/14/2019
891,60,58,46,60,58,94,13,891,4,5111,110,09/27/2020
892,26,95,1,26,95,1,7,892,2,5661,117,09/25/2020
893,148,45,6,148,45,1,7,893,5,7118,117,06/04/2017
894,86,55,11,86,55,1,7,894,4,4330,91,11/25/2018
895,101,9,16,101,9,1,7,895,4,3882,105,10/27/2018
896,47,40,21,47,40,1,7,896,2,3702,116,12/03/2018
897,375,6,26,375,6,94,13,897,2,1792,110,10/15/2020
898,121,45,31,121,45,94,13,898,5,3072,114,03/02/2020
899,2,20,36,2,20,94,13,899,1,4772,103,08/02/2018
900,348,7,41,348,7,94,13,900,5,7084,103,08/24/2019
901,248,23,1,248,23,1,7,901,3,7508,107,12/17/2020
902,201,62,6,201,62,1,7,902,4,6793,80,06/19/2020
903,384,73,11,384,73,1,7,903,1,3766,98,03/06/2017
904,226,77,16,226,77,1,7,904,1,5991,95,10/13/2019
905,11,76,21,11,76,1,7,905,3,2793,88,10/20/2018
906,340,40,26,340,40,94,13,906,2,7216,96,03/27/2019
907,111,59,31,111,59,94,13,907,4,3959,102,04/19/2018
908,109,5,36,109,5,94,13,908,1,5190,82,10/01/2020
909,55,53,41,55,53,94,13,909,5,5554,87,09/05/2018
910,192,11,46,192,11,94,13,910,4,3881,111,02/03/2020
911,382,10,51,382,10,97,15,911,2,4912,106,08/09/2018
912,380,29,56,380,29,97,15,912,2,2758,111,09/17/2017
913,122,17,61,122,17,97,15,913,3,3857,84,06/05/2017
914,169,81,66,169,81,97,15,914,2,7122,83,10/03/2018
915,78,92,71,78,92,97,15,915,3,1596,111,09/20/2020
916,322,41,76,322,41,2,7,916,5,6995,82,04/07/2018
917,371,97,81,371,97,2,7,917,2,5155,119,08/17/2019
918,207,26,86,207,26,2,7,918,5,6780,90,02/02/2018
919,198,50,91,198,50,2,7,919,2,3043,91,10/03/2018
920,374,75,96,374,75,2,7,920,2,5471,118,11/02/2017
921,289,47,101,289,47,67,6,921,4,3152,93,12/23/2020
922,388,68,106,388,68,67,6,922,5,7641,100,10/16/2018
923,17,48,111,17,48,67,6,923,2,3276,86,03/19/2019
924,282,82,116,282,82,67,6,924,3,7618,110,01/07/2019
925,340,82,121,340,82,67,6,925,3,7621,96,08/06/2020
926,109,19,126,109,19,19,1,926,2,2585,82,03/09/2019
927,69,97,131,69,97,19,1,927,2,7592,93,03/22/2020
928,48,38,136,48,38,19,1,928,1,7513,90,08/28/2020
929,130,32,141,130,32,19,1,929,1,4257,83,09/02/2019
930,45,57,146,45,57,19,1,930,1,7580,114,07/21/2017
931,178,51,151,178,51,20,1,931,5,6102,101,10/04/2019
932,60,55,156,60,55,20,1,932,4,5366,110,04/18/2019
933,7,66,161,7,66,20,1,933,1,5658,111,02/04/2019
934,32,19,166,32,19,20,1,934,2,4955,83,07/17/2020
935,295,67,171,295,67,20,1,935,4,5857,96,12/08/2018
936,21,39,176,21,39,78,10,936,3,6517,94,09/16/2020
937,244,72,181,244,72,78,10,937,4,1694,106,05/12/2018
938,155,75,186,155,75,78,10,938,2,6016,119,09/14/2020
939,184,89,191,184,89,78,10,939,1,3504,81,03/14/2020
940,392,12,196,392,12,78,10,940,2,3213,108,07/10/2020
941,162,100,201,162,100,59,5,941,1,1935,119,07/22/2020
942,181,34,206,181,34,59,5,942,1,5743,99,06/19/2018
943,155,12,211,155,12,59,5,943,2,3663,119,07/01/2018
944,168,7,216,168,7,59,5,944,5,3590,109,12/19/2019
945,307,16,221,307,16,59,5,945,5,4589,81,11/28/2018
946,98,27,226,98,27,40,3,946,2,6005,83,02/05/2020
947,149,91,231,149,91,40,3,947,2,3752,105,08/24/2020
948,157,16,236,157,16,40,3,948,5,6170,119,08/04/2020
949,302,95,241,302,95,40,3,949,2,7527,111,03/12/2019
950,229,34,246,229,34,40,3,950,1,6185,110,01/20/2020
951,92,3,251,92,3,81,11,951,5,1489,112,10/18/2017
952,391,64,256,391,64,81,11,952,5,7396,120,09/14/2020
953,189,96,261,189,96,81,11,953,5,3411,118,03/21/2018
954,339,68,266,339,68,81,11,954,5,6425,98,08/05/2017
955,368,42,271,368,42,81,11,955,2,4320,100,05/14/2019
956,220,5,276,220,5,82,11,956,1,6611,83,11/24/2017
957,319,42,281,319,42,82,11,957,2,3035,83,03/12/2017
958,341,11,286,341,11,82,11,958,4,2812,90,03/13/2020
959,367,97,291,367,97,82,11,959,2,5442,81,02/27/2019
960,386,18,296,386,18,82,11,960,5,3885,109,12/04/2020
961,83,71,301,83,71,101,14,961,1,4966,98,01/25/2019
962,227,38,306,227,38,101,14,962,1,7601,105,05/24/2017
963,240,98,311,240,98,101,14,963,3,5073,101,08/25/2019
964,74,53,316,74,53,101,14,964,5,6611,86,12/08/2020
965,134,77,321,134,77,101,14,965,1,4818,85,01/03/2017
966,2,71,326,2,71,91,12,966,1,2602,103,05/08/2018
967,286,30,331,286,30,91,12,967,3,7660,84,04/08/2017
968,87,48,336,87,48,91,12,968,2,5448,82,04/06/2020
969,243,95,341,243,95,91,12,969,2,1171,103,06/07/2018
970,104,24,346,104,24,91,12,970,1,2298,96,09/15/2018
971,181,43,351,181,43,88,12,971,1,7564,99,08/15/2019
972,274,55,356,274,55,88,12,972,4,1098,112,04/13/2020
973,204,94,361,204,94,88,12,973,4,1664,82,12/20/2020
974,73,46,366,73,46,88,12,974,5,2055,99,04/01/2020
975,22,51,371,22,51,88,12,975,5,5503,104,02/14/2018
976,150,92,376,150,92,39,3,976,3,1720,99,07/05/2017
977,134,80,381,134,80,39,3,977,1,6887,85,04/26/2019
978,389,75,386,389,75,39,3,978,2,4252,115,12/16/2018
979,285,37,391,285,37,39,3,979,2,2898,107,07/06/2020
980,376,96,396,376,96,39,3,980,5,3331,114,07/10/2020
981,171,57,401,171,57,39,3,981,1,2734,105,12/08/2019
982,266,4,406,266,4,33,2,982,4,5986,108,05/11/2019
983,134,6,411,134,6,33,2,983,2,7616,85,04/09/2019
984,165,81,416,165,81,33,2,984,2,3382,85,02/13/2017
985,288,90,421,288,90,33,2,985,4,1508,96,01/05/2019
986,285,30,426,285,30,33,2,986,3,1209,107,06/18/2017
987,307,18,431,307,18,33,2,987,5,1121,81,02/05/2020
988,104,46,436,104,46,33,2,988,5,6088,96,02/14/2020
989,165,73,441,165,73,96,16,989,1,2238,85,08/08/2019
990,247,29,446,247,29,96,16,990,2,4482,99,09/26/2017
991,387,63,451,387,63,96,16,991,4,2471,107,12/06/2020
992,315,93,456,315,93,96,16,992,2,5607,115,04/02/2018
993,252,57,461,252,57,96,16,993,1,5097,115,06/09/2019
994,44,67,466,44,67,76,9,994,4,7614,112,06/07/2018
995,106,23,471,106,23,76,9,995,3,5495,114,02/13/2020
996,222,21,476,222,21,76,9,996,1,6409,106,08/11/2020
997,4,85,481,4,85,76,9,997,4,7275,103,08/06/2018
998,323,94,486,323,94,76,9,998,4,2875,118,10/28/2017
999,373,18,491,373,18,4,7,999,5,6436,87,11/02/2019
1000,376,34,496,376,34,4,7,1000,1,7157,114,02/10/2017
1001,16,34,1,16,34,1,7,1001,1,2715,116,09/25/2017
1002,256,39,6,256,39,1,7,1002,3,5059,104,03/12/2018
1003,197,25,11,197,25,1,7,1003,2,4236,120,06/20/2018
1004,183,81,16,183,81,1,7,1004,2,7898,109,09/09/2017
1005,257,88,21,257,88,1,7,1005,3,4413,110,06/03/2018
1006,90,58,26,90,58,94,13,1006,4,2916,96,09/24/2019
1007,114,63,31,114,63,94,13,1007,4,6743,80,06/11/2018
1008,345,83,36,345,83,94,13,1008,5,1316,120,10/25/2017
1009,133,50,41,133,50,94,13,1009,2,1723,86,11/11/2018
1010,302,54,46,302,54,94,13,1010,5,5502,111,03/04/2019
1011,286,2,51,286,2,97,15,1011,5,4638,84,12/18/2017
1012,257,61,56,257,61,97,15,1012,3,5850,110,02/08/2019
1013,215,6,61,215,6,97,15,1013,2,4631,118,09/16/2020
1014,87,79,66,87,79,97,15,1014,3,1615,82,07/20/2017
1015,223,67,71,223,67,97,15,1015,4,1153,93,06/14/2017
1016,187,1,76,187,1,2,7,1016,1,3625,110,04/24/2020
1017,146,15,81,146,15,2,7,1017,2,2997,92,10/01/2020
1018,244,14,86,244,14,2,7,1018,3,5428,106,05/16/2020
1019,336,26,91,336,26,2,7,1019,5,2527,80,01/14/2018
1020,258,81,96,258,81,2,7,1020,2,2157,99,11/22/2019
1021,136,54,101,136,54,67,6,1021,5,1782,97,03/20/2018
1022,306,22,106,306,22,67,6,1022,2,7090,119,11/19/2017
1023,198,76,111,198,76,67,6,1023,3,6923,91,12/12/2020
1024,202,100,116,202,100,67,6,1024,1,7352,94,11/07/2018
1025,206,33,121,206,33,67,6,1025,1,5260,109,03/21/2018
1026,149,87,126,149,87,19,1,1026,2,2799,105,05/25/2017
1027,116,61,131,116,61,19,1,1027,3,2265,102,04/08/2020
1028,250,41,136,250,41,19,1,1028,5,6700,112,01/16/2017
1029,178,37,141,178,37,19,1,1029,2,6326,101,08/16/2018
1030,228,29,146,228,29,19,1,1030,2,5763,97,01/26/2019
1,1,1,1,1,1,1,7,1,1,10026,82,01/03/2022
2,13,2,6,13,2,1,7,2,5,10306,97,01/04/2022
3,3,3,11,3,3,1,7,3,5,8841,114,01/05/2022
4,4,4,16,4,4,1,7,4,4,9156,103,01/24/2022
5,5,5,21,5,5,1,7,5,1,7424,92,01/25/2022
6,6,6,26,6,6,94,13,6,2,4305,94,01/28/2022
7,7,7,31,7,7,94,13,7,5,3861,111,02/02/2022
8,8,8,36,8,8,94,13,8,5,9657,107,02/07/2022
9,9,9,41,9,9,94,13,9,4,4624,118,02/08/2022
10,10,10,46,10,10,94,13,10,2,7482,94,02/09/2022
11,11,11,51,11,11,97,15,11,4,5194,88,02/11/2022
12,12,12,56,12,12,97,15,12,2,6147,101,02/15/2022
13,49,13,61,49,13,97,15,13,1,5209,115,02/21/2022
14,50,14,66,50,14,97,15,14,3,8454,93,02/25/2022
16,52,16,76,52,16,2,7,16,5,9281,92,03/01/2022
17,53,17,81,53,17,2,7,17,3,2222,109,03/02/2022
18,54,18,86,54,18,2,7,18,5,4774,117,03/04/2022
19,55,19,91,55,19,2,7,19,2,8314,87,03/08/2022
20,56,20,96,56,20,2,7,20,1,2858,105,03/17/2022
21,57,21,101,57,21,67,6,21,1,6767,99,03/24/2022
22,58,22,106,58,22,67,6,22,2,6971,94,03/28/2022
23,59,23,111,59,23,67,6,23,3,5354,104,03/29/2022
24,60,24,116,60,24,67,6,24,1,5491,110,03/30/2022
25,61,25,121,61,25,67,6,25,2,4502,80,03/31/2022
26,62,26,126,62,26,19,1,26,5,2942,93,01/03/2022
