217,207,89,166,'05-10-2022','27-02-2023'
218,250,86,171,'07-10-2022','03-03-2023'
219,274,12,61,'27-10-2022','06-03-2023'
220,268,40,66,'01-11-2022','17-03-2023'
221,185,92,71,'14-11-2022','20-03-2023'
222,309,30,1,'24-11-2022','21-03-2023'
223,201,8,81,'02-12-2022','23-03-2023'
224,232,73,61,'19-12-2022','29-03-2023'
225,273,53,66,'22-12-2022','30-03-2023'
226,49,73,71,'04-05-2022','02-01-2023'
227,5,71,76,'27-05-2022','03-01-2023'
228,73,25,81,'01-06-2022','11-01-2023'
229,162,88,401,'09-06-2022','18-01-2023'
230,29,42,406,'17-06-2022','19-01-2023'
231,261,60,411,'27-06-2022','20-01-2023'
232,107,10,416,'06-07-2022','26-01-2023'
233,74,53,421,'11-07-2022','31-01-2023'
234,29,16,171,'12-07-2022','03-02-2023'
235,196,19,61,'13-07-2022','07-02-2023'
236,140,33,66,'25-07-2022','16-02-2023'
237,39,86,71,'10-08-2022','22-02-2023'
238,344,30,76,'29-08-2022','23-02-2023'
239,327,6,81,'05-09-2022','02-03-2023'
240,364,11,441,'20-09-2022','03-03-2023'
241,310,78,446,'21-09-2022','08-03-2023'
242,30,99,1,'23-09-2022','09-03-2023'
243,126,24,61,'06-10-2022','13-03-2023'
244,62,68,66,'31-10-2022','14-03-2023'
245,316,27,71,'02-11-2022','16-03-2023'
246,304,61,76,'08-11-2022','17-03-2023'
247,12,72,81,'18-11-2022','22-03-2023'
248,341,96,61,'09-12-2022','23-03-2023'
249,299,37,66,'12-12-2022','24-03-2023'
250,67,9,71,'27-12-2022','30-03-2023'
251,193,68,76,'25-04-2022','04-01-2023'
252,241,78,81,'10-05-2022','05-01-2023'
253,239,8,1,'24-05-2022','11-01-2023'
254,111,54,6,'27-05-2022','13-01-2023'
255,310,81,436,'30-05-2022','17-01-2023'
256,215,70,441,'09-06-2022','19-01-2023'
257,343,67,446,'12-07-2022','20-01-2023'
258,23,100,61,'18-07-2022','25-01-2023'
259,208,68,66,'01-08-2022','26-01-2023'
260,4,77,71,'04-08-2022','27-01-2023'
261,45,61,76,'15-08-2022','03-02-2023'
262,203,27,81,'18-08-2022','09-02-2023'
263,38,9,6,'05-09-2022','17-02-2023'
264,341,5,61,'26-09-2022','20-02-2023'
265,337,33,66,'04-10-2022','22-02-2023'
266,149,64,71,'06-10-2022','06-03-2023'
267,313,10,76,'07-10-2022','07-03-2023'
268,101,17,81,'14-10-2022','10-03-2023'
269,101,29,441,'18-10-2022','14-03-2023'
270,224,69,446,'28-10-2022','20-03-2023'
271,227,29,6,'11-11-2022','24-03-2023'
272,123,7,1,'14-11-2022','27-03-2023'
273,39,83,61,'13-12-2022','28-03-2023'
274,69,33,66,'14-12-2022','29-03-2023'
275,177,31,71,'20-12-2022','30-03-2023'
276,36,40,76,'19-01-2023','08-09-2023'
277,205,98,81,'24-01-2023','11-09-2023'
278,298,44,1,'14-02-2023','15-09-2023'
279,317,58,61,'07-03-2023','21-09-2023'
280,218,50,66,'09-03-2023','26-09-2023'
281,148,78,71,'21-03-2023','11-10-2023'
282,106,18,76,'06-04-2023','18-10-2023'
283,123,93,81,'07-04-2023','23-10-2023'
284,305,30,11,'10-04-2023','24-10-2023'
285,304,33,16,'12-04-2023','26-10-2023'
286,38,37,21,'27-04-2023','30-10-2023'
287,308,18,26,'02-05-2023','04-12-2023'
288,87,18,31,'03-05-2023','07-12-2023'
289,69,23,36,'04-05-2023','25-12-2023'
290,63,61,41,'08-05-2023','08-01-2024'
291,302,24,46,'12-05-2023','09-01-2024'
292,294,19,1,'22-05-2023','10-01-2024'
293,364,99,6,'25-05-2023','15-01-2024'
294,263,33,11,'26-05-2023','23-01-2024'
295,336,4,16,'29-05-2023','01-02-2024'
296,205,53,21,'01-06-2023','08-02-2024'
297,27,6,26,'20-06-2023','20-03-2024'
298,293,36,31,'23-06-2023','22-03-2024'
299,337,9,36,'29-06-2023','26-03-2024'
300,76,95,41,'30-06-2023','27-03-2024'
301,26,14,1,'15-4-2017','04-08-2017'
302,389,87,6,'6-1-2017','15-08-2017'
303,153,93,11,'3-10-2019','18-08-2019'
304,199,41,16,'14-5-2018','05-09-2018'
305,372,52,21,'11-8-2019','26-09-2019'
306,63,50,26,'21-3-2017','04-10-2017'
307,310,50,31,'7-1-2018','06-10-2018'
308,295,99,36,'23-1-2020','07-10-2020'
309,303,38,41,'19-6-2017','14-10-2017'
310,51,58,46,'10-3-2018','18-10-2018'
311,266,28,51,'11-9-2019','28-10-2019'
312,107,14,56,'12-12-2020','11-11-2020'
313,114,18,61,'22-12-2018','14-11-2018'
314,57,16,66,'25-5-2017','13-12-2017'
315,98,10,71,'16-10-2019','14-12-2019'
316,329,69,76,'28-7-2018','20-12-2018'
317,248,73,81,'24-2-2019','19-01-2019'
318,388,8,86,'22-2-2019','24-01-2019'
319,361,71,91,'11-1-2018','14-02-2018'
320,282,8,96,'12-10-2020','07-03-2020'
321,28,87,101,'24-10-2020','09-03-2020'
322,355,75,106,'1-12-2017','21-03-2017'
323,327,62,111,'21-2-2019','06-04-2019'
324,60,11,116,'19-9-2017','07-04-2017'
325,65,1,121,'5-12-2020','10-04-2020'
326,333,99,126,'4-8-2020','12-04-2020'
327,283,57,131,'15-6-2020','27-04-2020'
328,364,11,136,'20-6-2018','02-05-2018'
329,6,44,141,'18-3-2019','03-05-2019'
330,46,97,146,'25-4-2018','04-05-2018'
331,268,54,151,'28-11-2020','08-05-2020'
332,272,54,156,'4-1-2017','12-05-2017'
333,240,38,161,'9-7-2020','22-05-2020'
334,63,12,166,'26-3-2018','25-05-2018'
335,236,94,171,'10-7-2017','26-05-2017'
336,364,90,176,'26-3-2020','29-05-2020'
337,300,64,181,'19-6-2020','01-06-2020'
338,183,95,186,'8-8-2019','20-06-2019'
339,275,48,191,'5-11-2018','23-06-2018'
340,65,71,196,'2-1-2019','29-06-2019'
341,51,37,201,'11-8-2019','30-06-2019'
342,98,27,206,'19-5-2020','03-01-2020'
343,220,24,211,'13-3-2017','04-01-2017'
344,208,90,216,'27-11-2017','05-01-2017'
345,67,41,221,'8-3-2017','24-01-2017'
346,200,53,226,'15-12-2019','25-01-2019'
347,183,11,231,'2-5-2018','28-01-2018'
348,165,24,236,'19-9-2017','02-02-2017'
349,371,35,241,'4-4-2020','07-02-2020'
350,391,40,246,'26-7-2019','08-02-2019'
351,83,1,251,'26-3-2017','09-02-2017'
352,340,62,256,'27-1-2020','11-02-2020'
353,360,80,261,'1-12-2018','15-02-2018'
354,186,78,266,'3-10-2018','21-02-2018'
355,171,14,271,'9-8-2018','25-02-2018'
356,302,19,276,'8-10-2018','28-02-2018'
357,308,90,281,'18-12-2019','01-03-2019'
358,338,87,286,'27-7-2019','02-03-2019'
359,351,96,291,'3-3-2019','04-03-2019'
360,42,27,296,'23-10-2018','08-03-2018'
361,109,63,301,'18-10-2020','17-03-2020'
362,39,43,306,'4-5-2018','24-03-2018'
363,142,31,311,'20-10-2017','28-03-2017'
364,104,64,316,'12-7-2019','29-03-2019'
365,38,66,321,'19-2-2019','30-03-2019'
366,68,70,326,'12-3-2017','31-03-2017'
367,163,82,331,'10-12-2019','03-01-2019'
368,282,62,336,'8-10-2019','04-01-2019'
369,291,95,341,'27-3-2020','11-01-2020'
370,376,44,346,'18-11-2020','13-01-2020'
371,268,72,351,'25-5-2018','14-01-2018'
372,356,4,356,'2-5-2017','17-01-2017'
373,278,54,361,'5-4-2018','28-01-2018'
374,204,95,366,'25-1-2019','01-02-2019'
375,4,96,371,'18-3-2018','10-02-2018'
376,143,6,376,'9-5-2017','11-02-2017'
377,74,27,381,'2-10-2019','14-02-2019'
378,241,2,386,'23-12-2019','16-02-2019'
379,118,2,391,'23-6-2020','17-02-2020'
380,291,7,396,'21-11-2018','18-02-2018'
381,36,88,401,'11-3-2018','23-02-2018'
382,260,60,406,'14-10-2018','24-02-2018'
383,386,20,411,'9-8-2020','02-03-2020'
384,188,68,416,'14-7-2020','08-03-2020'
385,290,56,421,'25-4-2018','16-03-2018'
386,138,88,426,'21-1-2019','18-03-2019'
387,299,9,431,'28-12-2019','21-03-2019'
388,256,9,436,'23-9-2017','24-03-2017'
389,90,13,441,'23-6-2019','25-03-2019'
390,93,36,446,'18-8-2020','28-03-2020'
391,191,94,451,'22-4-2018','31-03-2018'
392,79,31,456,'17-7-2020','06-01-2020'
393,70,17,461,'14-2-2020','13-01-2020'
394,153,89,466,'20-6-2020','17-01-2020'
395,55,2,471,'21-4-2019','18-01-2019'
396,96,36,476,'20-2-2019','19-01-2019'
397,167,21,481,'4-2-2020','21-01-2020'
398,339,55,486,'9-4-2020','24-01-2020'
399,166,85,491,'10-9-2018','27-01-2018'
400,283,96,496,'3-10-2020','28-01-2020'
401,363,74,1,'28-4-2018','14-02-2018'
402,109,77,6,'23-3-2017','15-02-2017'
403,303,70,11,'22-11-2020','18-02-2020'
404,182,67,16,'15-2-2017','25-02-2017'
405,192,56,21,'15-2-2020','02-03-2020'
406,237,98,26,'2-10-2018','04-03-2018'
407,321,45,31,'26-5-2018','09-03-2018'
408,26,31,36,'21-6-2019','10-03-2019'
409,179,76,41,'3-10-2018','14-03-2018'
410,322,80,46,'17-8-2020','15-03-2020'
411,246,33,51,'10-7-2017','17-03-2017'
412,65,47,56,'6-1-2017','22-03-2017'
413,364,68,61,'28-1-2020','24-03-2020'
414,205,71,66,'8-3-2020','25-03-2020'
415,194,87,71,'22-8-2020','30-03-2020'
416,64,34,76,'11-9-2020','31-03-2020'
417,359,52,81,'28-2-2020','04-01-2020'
418,168,100,86,'15-5-2018','05-01-2018'
419,371,41,91,'4-11-2017','06-01-2017'
420,135,50,96,'14-11-2017','11-01-2017'
421,109,81,101,'7-8-2017','21-01-2017'
422,84,22,106,'26-1-2018','25-01-2018'
423,258,89,111,'6-11-2017','01-02-2017'
424,314,50,116,'9-7-2017','03-02-2017'
425,136,20,121,'4-11-2018','08-02-2018'
426,299,11,126,'4-10-2017','09-02-2017'
427,144,85,131,'9-12-2019','16-02-2019'
428,46,35,136,'15-8-2019','17-02-2019'
429,70,51,141,'7-11-2019','21-02-2019'
430,125,25,146,'12-10-2019','23-02-2019'
431,195,67,151,'23-11-2020','25-02-2020'
432,314,60,156,'24-5-2020','28-02-2020'
433,342,23,161,'22-12-2020','01-03-2020'
434,238,34,166,'23-5-2019','08-03-2019'
435,242,78,171,'14-12-2018','15-03-2018'
436,322,6,176,'18-5-2017','17-03-2017'
437,307,54,181,'28-5-2020','18-03-2020'
438,23,14,186,'24-12-2018','21-03-2018'
439,174,54,191,'1-11-2018','22-03-2018'
440,349,11,196,'19-12-2017','25-03-2017'
441,213,5,201,'19-4-2017','29-03-2017'
442,105,56,206,'22-10-2018','21-04-2018'
443,274,26,211,'22-10-2020','27-04-2020'
444,213,35,216,'10-12-2019','06-05-2019'
445,371,53,221,'25-2-2020','09-05-2020'
446,12,56,226,'28-5-2017','11-05-2017'
447,18,7,231,'27-7-2019','13-05-2019'
448,288,8,236,'1-4-2017','19-05-2017'
449,215,55,241,'17-6-2018','23-05-2018'
450,262,66,246,'8-2-2020','31-05-2020'
451,360,42,251,'6-4-2017','02-06-2017'
452,310,49,256,'19-2-2020','14-06-2020'
453,225,38,261,'24-12-2020','21-06-2020'
454,181,70,266,'16-5-2017','23-06-2017'
455,266,74,271,'15-11-2020','01-07-2020'
456,197,68,276,'23-8-2020','26-07-2020'
457,267,85,281,'16-8-2019','24-08-2019'
458,11,13,286,'20-11-2018','07-09-2018'
459,269,8,291,'11-11-2017','09-09-2017'
460,254,67,296,'9-5-2019','03-10-2019'
461,109,66,301,'9-1-2019','18-10-2019'
462,95,52,306,'2-7-2017','21-11-2017'
463,375,3,311,'2-12-2018','07-12-2018'
464,18,31,316,'22-10-2019','16-12-2019'
465,333,21,321,'16-5-2020','23-12-2020'
466,153,99,326,'16-12-2018','27-12-2018'
467,369,9,331,'26-4-2018','21-04-2018'
468,296,46,336,'6-3-2017','04-05-2017'
469,10,52,341,'14-8-2019','24-05-2019'
470,196,9,346,'16-2-2017','01-06-2017'
471,250,8,351,'14-1-2020','03-06-2020'
472,242,86,356,'15-1-2017','07-06-2017'
473,267,39,361,'15-11-2017','01-07-2017'
474,213,80,366,'21-3-2020','05-07-2020'
475,70,9,371,'28-7-2020','10-08-2020'
476,231,49,376,'9-8-2019','22-08-2019'
477,149,21,381,'24-11-2018','31-08-2018'
478,238,16,386,'26-7-2020','07-09-2020'
479,128,80,391,'25-8-2019','09-09-2019'
480,104,57,396,'2-2-2019','29-09-2019'
481,170,12,401,'25-8-2017','04-10-2017'
482,266,44,406,'7-2-2017','10-10-2017'
483,187,46,411,'18-7-2019','18-10-2019'
484,266,11,416,'20-2-2020','02-11-2020'
485,119,64,421,'7-1-2019','21-11-2019'
486,207,96,426,'28-10-2017','23-11-2017'
487,11,92,431,'8-9-2018','28-11-2018'
488,291,65,436,'3-1-2018','02-12-2018'
489,206,36,441,'11-7-2020','12-12-2020'
490,152,11,446,'1-3-2020','16-12-2020'
491,199,85,451,'14-6-2019','20-12-2019'
492,168,50,456,'15-1-2020','19-04-2020'
493,330,52,461,'6-12-2019','25-04-2019'
494,42,28,466,'12-1-2017','27-04-2017'
495,9,3,471,'3-4-2020','03-05-2020'
496,108,79,476,'25-1-2018','06-05-2018'
497,352,54,481,'28-6-2020','26-05-2020'
498,390,12,486,'9-7-2018','02-06-2018'
499,292,13,491,'16-11-2018','08-06-2018'
500,23,78,496,'17-11-2019','08-07-2019'
501,240,4,161,'21-7-2018','20-07-2018'
502,311,10,166,'20-3-2017','27-07-2017'
503,159,65,171,'27-12-2018','25-08-2018'
504,162,36,396,'16-7-2018','16-09-2018'
505,205,85,401,'1-9-2018','22-09-2018'
506,305,70,406,'26-7-2017','03-10-2017'
507,319,13,411,'7-6-2018','06-10-2018'
508,105,6,416,'5-7-2020','26-10-2020'
509,219,48,421,'14-5-2020','27-10-2020'
510,318,63,1,'4-9-2019','31-10-2019'
511,219,84,396,'19-7-2017','01-11-2017'
512,226,47,401,'27-5-2019','15-11-2019'
513,318,24,406,'14-2-2018','25-11-2018'
514,6,9,411,'23-12-2017','13-12-2017'
515,180,90,416,'20-2-2018','20-12-2018'
516,240,13,421,'5-8-2017','22-12-2017'
517,3,79,166,'17-12-2020','04-05-2020'
518,205,94,171,'26-10-2017','06-05-2017'
519,337,71,61,'8-6-2017','19-05-2017'
520,214,51,66,'4-7-2017','25-05-2017'
521,36,27,71,'13-3-2017','08-06-2017'
522,131,81,1,'5-11-2019','13-06-2019'
523,263,50,81,'10-6-2018','16-06-2018'
524,254,52,61,'24-9-2020','07-07-2020'
525,302,16,66,'27-5-2017','13-07-2017'
526,291,54,71,'25-12-2020','14-07-2020'
527,124,10,76,'24-5-2019','26-07-2019'
528,285,93,81,'14-8-2017','28-07-2017'
529,360,91,401,'11-7-2019','29-07-2019'
530,88,56,406,'12-1-2017','10-08-2017'
531,382,49,411,'7-8-2017','12-08-2017'
532,279,82,416,'14-4-2019','26-08-2019'
533,25,26,421,'9-2-2017','02-09-2017'
534,215,5,171,'12-1-2020','15-09-2020'
535,299,99,61,'20-12-2018','14-10-2018'
536,23,56,66,'13-10-2018','18-10-2018'
537,65,65,71,'20-5-2020','25-10-2020'
538,164,47,76,'5-2-2020','04-11-2020'
539,103,23,81,'18-9-2017','22-11-2017'
540,76,71,441,'20-12-2017','06-12-2017'
541,98,5,446,'20-4-2019','07-12-2019'
542,284,45,1,'22-7-2020','26-04-2020'
543,207,41,61,'6-9-2017','06-06-2017'
544,320,18,66,'27-12-2020','13-06-2020'
545,155,61,71,'5-5-2017','16-06-2017'
546,231,66,76,'13-9-2020','28-06-2020'
547,53,60,81,'1-7-2020','11-07-2020'
548,294,98,61,'27-6-2020','12-07-2020'
549,334,36,66,'14-11-2020','20-07-2020'
550,391,26,71,'20-9-2019','29-07-2019'
551,27,49,76,'17-1-2017','02-08-2017'
552,49,33,81,'21-8-2019','09-08-2019'
553,53,43,1,'4-12-2019','17-08-2019'
554,190,34,6,'14-12-2020','18-08-2020'
555,163,60,436,'5-5-2019','29-08-2019'
556,62,98,441,'16-6-2017','01-09-2017'
557,22,64,446,'27-2-2019','16-09-2019'
558,377,59,61,'28-8-2020','05-10-2020'
559,79,57,66,'18-2-2019','07-10-2019'
560,205,78,71,'8-7-2019','27-10-2019'
561,133,13,76,'5-2-2020','01-11-2020'
562,305,76,81,'12-5-2017','14-11-2017'
563,179,30,6,'22-11-2017','24-11-2017'
564,316,61,61,'8-5-2020','02-12-2020'
565,169,14,66,'12-2-2020','19-12-2020'
566,75,87,71,'12-2-2019','22-12-2019'
567,298,14,76,'3-8-2018','04-05-2018'
568,329,91,81,'8-11-2017','27-05-2017'
569,46,100,441,'25-6-2019','01-06-2019'
570,380,39,446,'4-5-2020','09-06-2020'
571,144,62,6,'6-10-2019','17-06-2019'
572,87,65,1,'25-1-2017','27-06-2017'
573,292,55,61,'27-11-2019','06-07-2019'
574,289,88,66,'6-2-2019','11-07-2019'
575,240,75,71,'21-10-2017','12-07-2017'
576,12,7,76,'6-10-2017','13-07-2017'
577,340,75,81,'3-12-2018','25-07-2018'
578,10,24,1,'21-5-2019','10-08-2019'
579,26,86,61,'16-10-2019','29-08-2019'
580,80,47,66,'19-12-2018','05-09-2018'
581,305,31,71,'8-7-2017','20-09-2017'
582,288,37,76,'1-9-2019','21-09-2019'
583,380,93,81,'11-8-2020','23-09-2020'
