452,452,1,2105,2537
453,453,2,3705,4464
454,454,2,1663,2004
455,455,1,6958,8384
456,456,2,5522,6654
457,457,1,7502,9039
458,458,1,3246,3911
459,459,2,1465,1766
460,460,2,6131,7387
461,461,2,1482,1786
462,462,1,7602,9160
463,463,2,5341,6435
464,464,2,1778,2143
465,465,1,3375,4067
466,466,2,5942,7160
467,467,2,5357,6455
468,468,1,6401,7713
469,469,1,2832,3413
470,470,2,3995,4814
471,471,1,1203,1450
472,472,2,4500,5422
473,473,2,2096,2526
474,474,1,3937,4744
475,475,2,6216,7490
476,476,1,2101,2532
477,477,1,2600,3133
478,478,2,3798,4577
479,479,1,5946,7165
480,480,1,5996,7225
481,481,2,5346,6442
482,482,2,4995,6019
483,483,2,2601,3134
484,484,1,1322,1593
485,485,2,6373,7679
486,486,1,6313,7607
487,487,2,3718,4480
488,488,2,5128,6179
489,489,2,7646,9213
490,490,2,1878,2263
491,491,1,7738,9324
492,492,1,5683,6847
493,493,1,4715,5681
494,494,2,1640,1977
495,495,1,4816,5803
496,496,2,6361,7664
497,497,2,6003,7233
498,498,2,6302,7593
499,499,2,5263,6342
500,500,1,5155,6211
501,501,1,4814,5800
502,502,2,4745,5718
503,503,1,6646,8008
504,504,2,3808,4588
505,505,2,1538,1854
506,506,2,5253,6330
507,507,2,1628,1962
508,508,2,2197,2647
509,509,2,7009,8445
510,510,2,2959,3566
511,511,1,6249,7529
512,512,1,3700,4458
513,513,2,3354,4041
514,514,1,5419,6530
515,515,1,7419,8939
516,516,1,2855,3440
517,517,1,1542,1859
518,518,2,6322,7617
519,519,1,1872,2256
520,520,2,4018,4841
521,521,2,7494,9030
522,522,2,5033,6064
523,523,1,6997,8431
524,524,2,6595,7946
525,525,2,2793,3366
526,526,2,2973,3583
527,527,2,7730,9314
528,528,2,7192,8666
529,529,1,6166,7429
530,530,2,5990,7217
531,531,1,1417,1708
532,532,2,7231,8713
533,533,2,6151,7412
534,534,2,2965,3573
535,535,2,7109,8566
536,536,1,1964,2367
537,537,1,5180,6242
538,538,2,7145,8609
539,539,1,4359,5252
540,540,2,7379,8891
541,541,1,2469,2975
542,542,1,1848,2227
543,543,1,1352,1630
544,544,1,6260,7543
545,545,1,2094,2523
546,546,2,1384,1668
547,547,1,2573,3100
548,548,1,2764,3331
549,549,2,4783,5763
550,550,1,6627,7985
551,551,1,6672,8039
552,552,2,3004,3620
553,553,2,4323,5209
554,554,1,5136,6189
555,555,2,4350,5241
556,556,1,7291,8785
557,557,1,3079,3710
558,558,2,3703,4462
559,559,1,4191,5050
560,560,1,4487,5407
561,561,1,5327,6419
562,562,1,3093,3727
563,563,2,2706,3261
564,564,2,3274,3945
565,565,1,2480,2988
566,566,1,7829,9433
567,567,2,2316,2791
568,568,2,1316,1586
569,569,1,4881,5881
570,570,2,3397,4093
571,571,2,2740,3302
572,572,2,6563,7908
573,573,1,1655,1995
574,574,1,5206,6273
575,575,1,6432,7750
576,576,2,1480,1784
577,577,1,4060,4892
578,578,1,2875,3464
579,579,2,5242,6316
580,580,1,1332,1606
581,581,2,5300,6386
582,582,2,7520,9061
583,583,2,3886,4682
584,584,1,3602,4340
585,585,1,7245,8729
586,586,2,1989,2397
587,587,1,1109,1337
588,588,2,7611,9170
589,589,2,3492,4208
590,590,2,5775,6959
591,591,1,5551,6689
592,592,1,1231,1484
593,593,1,7600,9157
594,594,2,7623,9185
595,595,2,2319,2795
596,596,2,5175,6236
597,597,2,3658,4408
598,598,1,4433,5342
599,599,1,4266,5140
600,600,1,6668,8034
601,601,1,7905,9525
602,602,1,5395,6501
603,603,1,3057,3684
604,604,1,4062,4894
605,605,1,5308,6396
606,606,1,7616,9177
607,607,2,7574,9126
608,608,2,5105,6151
609,609,2,3079,3710
610,610,2,3554,4283
611,611,2,4838,5830
612,612,1,6412,7726
613,613,1,6427,7744
614,614,1,3232,3895
615,615,2,7025,8465
616,616,1,6590,7940
617,617,1,3549,4276
618,618,1,5506,6634
619,619,1,7968,9601
620,620,1,5982,7208
621,621,1,7181,8652
622,622,2,5650,6808
623,623,2,4413,5318
624,624,1,5075,6115
625,625,2,7067,8515
626,626,1,6012,7244
627,627,1,2090,2519
628,628,1,2192,2642
629,629,1,7044,8487
630,630,1,1844,2222
631,631,2,3725,4488
632,632,1,1791,2159
633,633,2,3460,4169
634,634,1,2684,3234
635,635,1,3769,4541
636,636,1,1200,1446
637,637,1,2114,2548
638,638,2,3093,3727
639,639,1,3986,4803
640,640,1,1140,1374
641,641,1,2631,3171
642,642,2,6454,7777
643,643,2,4491,5412
644,644,2,4165,5019
645,645,1,5233,6305
646,646,2,3707,4467
647,647,2,4620,5567
648,648,1,3750,4519
649,649,2,2590,3121
650,650,2,4873,5872
651,651,1,3512,4232
652,652,1,2392,2882
653,653,1,7953,9583
654,654,1,1889,2277
655,655,1,5878,7082
656,656,2,1993,2402
657,657,1,1546,1863
658,658,1,5173,6233
659,659,1,1999,2409
660,660,1,4839,5831
661,661,2,3545,4272
662,662,1,5925,7139
663,663,1,4754,5728
664,664,2,4291,5171
665,665,1,2109,2541
666,666,1,4324,5210
667,667,1,3666,4418
668,668,1,4970,5988
669,669,1,1203,1450
670,670,1,5946,7164
671,671,1,2114,2548
672,672,1,7753,9342
673,673,2,6080,7326
674,674,1,3038,3661
675,675,2,2128,2564
676,676,1,3471,4183
677,677,2,4519,5445
678,678,1,4376,5273
679,679,1,2623,3161
680,680,2,5580,6724
681,681,2,3706,4466
682,682,1,3944,4752
683,683,2,6551,7893
684,684,1,4394,5294
685,685,1,2683,3233
686,686,2,7958,9589
687,687,2,5536,6671
688,688,1,1591,1918
689,689,2,6689,8060
690,690,1,7248,8733
691,691,2,2308,2781
692,692,2,2613,3149
693,693,2,1250,1507
694,694,2,5623,6775
695,695,1,3494,4210
696,696,1,2305,2778
697,697,2,5961,7183
698,698,1,4672,5629
699,699,2,3549,4276
700,700,2,2991,3604
701,701,2,3642,4389
702,702,2,3881,4677
703,703,2,6560,7904
704,704,2,1759,2120
705,705,1,5229,6300
706,706,2,5064,6102
707,707,2,3973,4787
708,708,2,7559,9108
709,709,1,1177,1419
710,710,2,6835,8235
711,711,2,1862,2244
712,712,1,6619,7975
713,713,2,6608,7962
714,714,1,6416,7731
715,715,2,7098,8552
716,716,1,6814,8210
717,717,1,4970,5989
718,718,2,2577,3106
719,719,2,2903,3498
720,720,1,7455,8983
721,721,1,2223,2679
722,722,2,7579,9132
723,723,1,5221,6291
724,724,2,4305,5187
725,725,2,5966,7188
726,726,1,6479,7807
727,727,1,5452,6569
728,728,1,7798,9396
729,729,1,3335,4019
730,730,1,3202,3859
731,731,2,7837,9443
732,732,2,4972,5991
733,733,1,2141,2580
734,734,2,1108,1336
735,735,1,6718,8094
736,736,2,1905,2296
737,737,2,3193,3848
738,738,1,6166,7429
739,739,2,4738,5709
740,740,1,3918,4721
741,741,1,7494,9029
742,742,1,5033,6064
743,743,1,3308,3986
744,744,2,2451,2954
745,745,2,6891,8303
746,746,2,4037,4865
747,747,1,3959,4770
748,748,2,3769,4541
749,749,2,6475,7802
750,750,1,3277,3949
751,751,2,4447,5358
752,752,1,7587,9142
753,753,2,6856,8261
754,754,2,7536,9080
755,755,1,2734,3295
756,756,1,6685,8055
757,757,2,5132,6184
758,758,2,4041,4869
759,759,2,5053,6088
760,760,2,1922,2316
761,761,2,5232,6304
762,762,2,6641,8002
763,763,2,1527,1840
764,764,2,2528,3046
765,765,2,3018,3637
766,766,2,4167,5021
767,767,2,5508,6637
768,768,1,5138,6191
769,769,2,4057,4889
770,770,1,7578,9131
771,771,1,4257,5130
772,772,1,4611,5556
773,773,2,6815,8211
774,774,2,2259,2722
775,775,2,4050,4880
776,776,1,6200,7471
777,777,1,5938,7155
778,778,1,2711,3267
779,779,1,6777,8166
780,780,2,6830,8230
781,781,1,1655,1995
782,782,1,2458,2962
783,783,2,2588,3119
784,784,1,6194,7463
785,785,1,5838,7034
786,786,2,4909,5915
787,787,2,7876,9490
788,788,1,5552,6690
789,789,2,2039,2457
790,790,1,4793,5775
791,791,1,5175,6236
792,792,1,4960,5977
793,793,1,4420,5326
794,794,1,7818,9420
795,795,1,7372,8882
796,796,1,3684,4439
797,797,2,3838,4625
798,798,2,3451,4159
799,799,1,5885,7091
800,800,2,7895,9513
801,801,1,2324,2801
802,802,1,5154,6210
803,803,1,6158,7420
804,804,1,7489,9024
805,805,2,7096,8550
806,806,2,3139,3782
807,807,1,5904,7114
808,808,2,3034,3656
809,809,2,6116,7369
810,810,1,7328,8829
811,811,2,5538,6673
812,812,2,7866,9478
813,813,2,1323,1595
814,814,1,2371,2857
815,815,1,7533,9076
816,816,1,7020,8458
817,817,1,4940,5953
818,818,2,2743,3305
819,819,1,7535,9079
820,820,1,4488,5408
821,821,1,5027,6057
822,822,1,6595,7946
823,823,2,2768,3335
824,824,2,6368,7673
825,825,1,7993,9631
826,826,1,4823,5811
827,827,2,4931,5942
828,828,2,6803,8197
829,829,2,7999,9638
830,830,2,4062,4895
831,831,1,7375,8886
832,832,1,6438,7757
833,833,2,4181,5038
834,834,1,6907,8322
835,835,2,3433,4137
836,836,2,2386,2875
837,837,1,5989,7216
838,838,1,2605,3139
839,839,1,2909,3506
840,840,1,5497,6624
841,841,1,4022,4846
842,842,2,1664,2005
843,843,2,7338,8841
844,844,1,6074,7319
845,845,2,5087,6129
846,846,2,7382,8895
847,847,1,3400,4097
848,848,1,4721,5688
849,849,1,2113,2546
850,850,1,1508,1817
851,851,2,5960,7181
852,852,2,1573,1896
853,853,1,6852,8256
854,854,2,2401,2893
855,855,1,7660,9229
856,856,2,4316,5200
857,857,1,3179,3831
858,858,2,4776,5755
859,859,2,2973,3582
860,860,1,5792,6979
861,861,1,5010,6037
862,862,2,5993,7221
863,863,2,4839,5831
864,864,2,3310,3989
865,865,1,4342,5232
866,866,2,7376,8887
867,867,2,6388,7697
868,868,1,7201,8676
869,869,2,4159,5012
870,870,2,5497,6624
871,871,1,3955,4766
872,872,2,6026,7261
873,873,1,2445,2946
874,874,2,5609,6758
875,875,2,5103,6149
876,876,1,6404,7716
877,877,2,6889,8301
878,878,2,4490,5410
879,879,2,1654,1993
880,880,2,4945,5958
881,881,2,3234,3897
882,882,2,3264,3933
883,883,2,6369,7674
884,884,1,2620,3157
885,885,2,2838,3420
886,886,1,2528,3046
887,887,1,2790,3362
888,888,1,3469,4180
889,889,1,7954,9584
890,890,2,2832,3413
891,891,2,5111,6158
892,892,2,5661,6821
893,893,2,7118,8576
894,894,1,4330,5217
895,895,2,3882,4678
896,896,1,3702,4461
897,897,2,1792,2160
898,898,1,3072,3702
899,899,2,4772,5750
900,900,2,7084,8535
901,901,2,7508,9046
902,902,1,6793,8185
903,903,2,3766,4538
904,904,2,5991,7219
905,905,2,2793,3366
906,906,1,7216,8695
907,907,2,3959,4771
908,908,2,5190,6254
909,909,1,5554,6692
910,910,1,3881,4677
911,911,1,4912,5919
912,912,2,2758,3324
913,913,2,3857,4648
914,914,2,7122,8581
915,915,1,1596,1924
916,916,2,6995,8428
917,917,2,5155,6212
918,918,1,6780,8169
919,919,1,3043,3667
920,920,2,5471,6592
921,921,2,3152,3798
922,922,2,7641,9207
923,923,2,3276,3947
924,924,2,7618,9179
925,925,2,7621,9182
926,926,2,2585,3115
927,927,1,7592,9147
928,928,2,7513,9052
929,929,2,4257,5130
930,930,1,7580,9133
931,931,2,6102,7353
932,932,2,5366,6466
933,933,1,5658,6818
934,934,2,4955,5970
935,935,1,5857,7057
936,936,1,6517,7853
937,937,1,1694,2042
938,938,1,6016,7249
939,939,2,3504,4222
940,940,1,3213,3872
941,941,2,1935,2332
942,942,1,5743,6920
943,943,2,3663,4414
944,944,2,3590,4326
945,945,1,4589,5529
946,946,2,6005,7235
947,947,1,3752,4521
948,948,2,6170,7434
949,949,1,7527,9069
950,950,2,6185,7453
951,951,2,1489,1795
952,952,2,7396,8911
953,953,2,3411,4110
954,954,2,6425,7741
955,955,1,4320,5205
956,956,2,6611,7966
957,957,1,3035,3657
958,958,2,2812,3388
959,959,2,5442,6557
960,960,1,3885,4681
961,961,2,4966,5984
962,962,1,7601,9159
963,963,1,5073,6113
964,964,1,6611,7966
965,965,2,4818,5805
966,966,1,2602,3135
967,967,1,7660,9229
968,968,1,5448,6564
969,969,1,1171,1412
970,970,2,2298,2769
971,971,1,7564,9114
972,972,1,1098,1324
973,973,1,1664,2005
974,974,2,2055,2477
975,975,2,5503,6631
976,976,2,1720,2073
977,977,1,6887,8298
978,978,1,4252,5123
979,979,1,2898,3492
980,980,2,3331,4014
981,981,1,2734,3295
982,982,2,5986,7213
983,983,1,7616,9177
984,984,2,3382,4075
985,985,2,1508,1817
986,986,1,1209,1457
987,987,2,1121,1351
988,988,1,6088,7335
989,989,2,2238,2697
990,990,1,4482,5401
991,991,2,2471,2978
992,992,2,5607,6756
993,993,1,5097,6142
994,994,1,7614,9174
995,995,1,5495,6621
996,996,1,6409,7722
997,997,2,7275,8766
998,998,2,2875,3464
999,999,1,6436,7755
1000,1000,1,7157,8623
1001,1001,1,2715,3272
1002,1002,2,5059,6096
1003,1003,2,4236,5104
1004,1004,1,7898,9516
1005,1005,1,4413,5318
1006,1006,1,2916,3514
1007,1007,2,6743,8125
1008,1008,2,1316,1586
1009,1009,1,1723,2077
1010,1010,2,5502,6629
1011,1011,1,4638,5588
1012,1012,2,5850,7049
1013,1013,1,4631,5580
1014,1014,2,1615,1946
1015,1015,2,1153,1390
1016,1016,1,3625,4368
1017,1017,2,2997,3611
1018,1018,1,5428,6540
1019,1019,1,2527,3045
1020,1020,1,2157,2599
1021,1021,1,1782,2147
1022,1022,1,7090,8543
1023,1023,2,6923,8342
1024,1024,1,7352,8859
1025,1025,2,5260,6338
1026,1026,2,2799,3373
1027,1027,1,2265,2729
1028,1028,2,6700,8073
1029,1029,2,6326,7622
1030,1030,1,5763,6944
1031,1031,2,5946,7165
1032,1032,1,4917,5925
1033,1033,1,5063,6101
1034,1034,1,7562,9112
1035,1035,2,1728,2082
1036,1036,1,7601,9159
1037,1037,2,5157,6214
1038,1038,1,7890,9507
1039,1039,1,4787,5768
1040,1040,2,2844,3427
1041,1041,2,2247,2708
1042,1042,2,2075,2501
1043,1043,2,3266,3935
1044,1044,1,4364,5259
1045,1045,2,7709,9288
1046,1046,1,5268,6347
1047,1047,1,2039,2457
1048,1048,2,2938,3540
1049,1049,1,2104,2536
1050,1050,1,6123,7378
1051,1051,1,2223,2679
1052,1052,1,6522,7858
1053,1053,2,7492,9027
1054,1054,1,3866,4659
1055,1055,1,2185,2633
1056,1056,2,7999,9638
1057,1057,2,6649,8012
1058,1058,2,7166,8634
1059,1059,2,7236,8719
1060,1060,1,4731,5701
1061,1061,2,4061,4893
1062,1062,2,4240,5109
1063,1063,2,1209,1457
1064,1064,1,7680,9254
1065,1065,1,7053,8498
1066,1066,1,4000,4820
1067,1067,2,4474,5391
1068,1068,1,1654,1993
1069,1069,1,6945,8368
1070,1070,1,2352,2834
1071,1071,2,2547,3069
1072,1072,1,2952,3557
1073,1073,2,7310,8808
1074,1074,1,6568,7914
1075,1075,1,2685,3235
1076,1076,1,6426,7743
1077,1077,1,3446,4152
1078,1078,1,4381,5279
1079,1079,1,1967,2371
1080,1080,1,4573,5510
1081,1081,1,5180,6242
1082,1082,2,5994,7222
1083,1083,2,3175,3826
1084,1084,1,7465,8995
1085,1085,2,6872,8280
1086,1086,2,5307,6395
1087,1087,1,3826,4610
1088,1088,2,2589,3120
1089,1089,1,4427,5334
1090,1090,2,1142,1376
1091,1091,1,2918,3516
1092,1092,2,3620,4362
1093,1093,1,1115,1344
1094,1094,2,1598,1926
1095,1095,2,1789,2156
1096,1096,1,5063,6101
1097,1097,1,4613,5558
1098,1098,2,5677,6840
1099,1099,1,7160,8627
1100,1100,2,6701,8074
1101,1101,1,6728,8107
1102,1102,1,2354,2837
1103,1103,2,5567,6708
1104,1104,1,5391,6496
1105,1105,2,7118,8576
1106,1106,2,4833,5824
1107,1107,1,6220,7494
1108,1108,1,3323,4004
1109,1109,1,4940,5953
1110,1110,1,2507,3021
1111,1111,2,7227,8708
1112,1112,1,6957,8383
1113,1113,1,3632,4377
1114,1114,2,1871,2255
1115,1115,1,4404,5307
1116,1116,1,3925,4730
1117,1117,1,4081,4917
1118,1118,2,4268,5143
1119,1119,2,2757,3322
1120,1120,1,4130,4977
1121,1121,2,4613,5558
1122,1122,2,5666,6827
1123,1123,1,5470,6591
1124,1124,1,5240,6314
1125,1125,2,7021,8460
1126,1126,1,4931,5941
1127,1127,1,1269,1529
1128,1128,1,1800,2169
1129,1129,2,5148,6203
1130,1130,1,2920,3519
1131,1131,2,5068,6107
1132,1132,1,6779,8168
1133,1133,2,1979,2385
1134,1134,2,2787,3359
1135,1135,2,2751,3315
1136,1136,2,6520,7856
1137,1137,2,4229,5096
1138,1138,1,7203,8679
1139,1139,2,4596,5538
1140,1140,2,4867,5864
1141,1141,1,6549,7891
1142,1142,1,5317,6407
